1,3407.00,2022/06/28,
1,3408.00,2022/06/28,
1,3409.00,2022/06/29,
1,3410.00,2022/07/04,
1,3411.00,2022/07/04,
1,3412.00,2022/07/04,
1,3413.00,2022/07/05,
1,3414.00,2022/07/05,
1,3415.00,2022/07/06,
1,3416.00,2022/07/06,
1,3417.00,2022/07/07,
1,3418.00,2022/07/08,
3,427.00,2022/07/08,
1,3419.00,2022/07/11,
1,3422.00,2022/07/13,
1,3423.00,2022/07/13,
1,3424.00,2022/07/19,
1,3425.00,2022/07/19,
1,3426.00,2022/07/22,
1,3427.00,2022/07/22,
1,3428.00,2022/07/25,
1,3429.00,2022/07/25,
1,3430.00,2022/07/25,
1,3431.00,2022/07/25,
1,3432.00,2022/07/25,
2,890.00,2022/07/25,
2,890.00,2022/07/25,
1,3433.00,2022/07/26,
3,428.00,2022/07/26,
1,3434.00,2022/07/27,
1,3435.00,2022/07/27,
1,3436.00,2022/07/27,
3,429.00,2022/07/28,
3,430.00,2022/07/29,
1,3440.00,2022/08/01,
1,3441.00,2022/08/02,
3,431.00,2022/08/03,
1,3443.00,2022/08/04,
1,3444.00,2022/08/04,
1,3448.00,2022/08/09,
3,432.00,2022/08/11,
1,3449.00,2022/08/12,
1,3450.00,2022/08/12,
1,3451.00,2022/08/12,
2,889.00,2022/08/12,
2,889.00,2022/08/12,
1,3452.00,2022/08/15,
3,433.00,2022/08/16,
1,3453.00,2022/08/17,
1,3454.00,2022/08/18,
1,3455.00,2022/08/23,
1,3456.00,2022/08/23,
2,892.00,2022/08/25,
2,892.00,2022/08/25,
3,434.00,2022/08/26,
1,3457.00,2022/09/05,
1,3458.00,2022/09/05,
1,3459.00,2022/09/08,
1,3460.00,2022/09/09,
1,3463.00,2022/09/09,
1,3468.00,2022/09/09,
1,3469.00,2022/09/13,
1,3470.00,2022/09/13,
3,435.00,2022/09/15,
1,3471.00,2022/09/16,
1,3472.00,2022/09/19,
1,3473.00,2022/09/19,
1,3474.00,2022/09/20,
1,3475.00,2022/09/21,
3,436.00,2022/09/23,
1,3476.00,2022/09/26,
1,3479.00,2022/09/26,
2,895.00,2022/09/26,
2,895.00,2022/09/26,
1,3480.00,2022/09/27,
1,3481.00,2022/09/27,
2,891.00,2022/09/27,
2,891.00,2022/09/27,
1,3482.00,2022/09/30,
1,3483.00,2022/10/03,
1,3484.00,2022/10/03,
3,437.00,2022/10/03,
1,3485.00,2022/10/04,
1,3487.00,2022/10/04,
1,3488.00,2022/10/05,
1,3489.00,2022/10/07,
2,894.00,2022/10/10,
2,894.00,2022/10/10,
1,3490.00,2022/10/13,
2,893.00,2022/10/14,
2,893.00,2022/10/14,
1,3491.00,2022/10/17,
1,3492.00,2022/10/18,
1,3493.00,2022/10/19,
1,3494.00,2022/10/19,
1,3495.00,2022/10/24,
1,3496.00,2022/10/24,
3,439.00,2022/10/25,
1,3497.00,2022/10/26,
1,3498.00,2022/10/26,
1,3499.00,2022/10/28,
1,3500.00,2022/10/31,
1,3501.00,2022/10/31,
3,440.00,2022/10/31,
1,3502.00,2022/11/03,
1,3503.00,2022/11/07,
1,3504.00,2022/11/07,
1,3505.00,2022/11/09,
1,3506.00,2022/11/11,
1,3507.00,2022/11/16,
1,3508.00,2022/11/16,
1,3509.00,2022/11/17,
1,3510.00,2022/11/17,
1,3511.00,2022/11/18,
1,3512.00,2022/11/21,
1,3513.00,2022/11/21,
3,441.00,2022/11/21,
1,3514.00,2022/11/30,
1,3515.00,2022/12/01,
1,3516.00,2022/12/05,
1,3518.00,2022/12/05,
3,442.00,2022/12/06,
1,3519.00,2022/12/07,
1,3520.00,2022/12/07,
1,3521.00,2022/12/07,
1,3522.00,2022/12/12,
1,3523.00,2022/12/12,
1,3524.00,2022/12/13,
3,443.00,2022/12/14,
1,3525.00,2022/12/15,
1,3526.00,2022/12/19,
1,3527.00,2022/12/19,
2,898.00,2022/12/19,
2,903.00,2022/12/19,
2,904.00,2022/12/19,
2,906.00,2022/12/19,
2,907.00,2022/12/19,
2,898.00,2022/12/19,
2,903.00,2022/12/19,
2,904.00,2022/12/19,
2,906.00,2022/12/19,
2,907.00,2022/12/19,
1,3528.00,2022/12/20,
2,899.00,2022/12/20,
2,905.00,2022/12/20,
2,908.00,2022/12/20,
2,899.00,2022/12/20,
2,905.00,2022/12/20,
2,908.00,2022/12/20,
2,896.00,2022/12/21,
2,897.00,2022/12/21,
2,901.00,2022/12/21,
2,909.00,2022/12/21,
2,910.00,2022/12/21,
2,896.00,2022/12/21,
2,897.00,2022/12/21,
2,901.00,2022/12/21,
2,909.00,2022/12/21,
2,910.00,2022/12/21,
1,3529.00,2022/12/22,
1,3530.00,2022/12/22,
1,3531.00,2022/12/27,
2,900.00,2022/12/27,
2,911.00,2022/12/27,
2,900.00,2022/12/27,
2,911.00,2022/12/27,
1,3532.00,2022/12/28,
1,3533.00,2022/12/28,
1,3534.00,2022/12/28,
1,3535.00,2022/12/28,
2,902.00,2022/12/28,
2,912.00,2022/12/28,
2,902.00,2022/12/28,
2,912.00,2022/12/28,
3,444.00,2022/12/28,
1,3536.00,2023/01/02,
1,3539.00,2023/01/04,
1,3540.00,2023/01/04,
1,3541.00,2023/01/04,
3,445.00,2023/01/10,
1,3542.00,2023/01/11,
1,3543.00,2023/01/16,
1,3544.00,2023/01/16,
1,3545.00,2023/01/19,
1,3546.00,2023/01/20,
1,3547.00,2023/01/20,
2,913.00,2023/01/20,
2,913.00,2023/01/20,
1,3548.00,2023/01/23,
1,3549.00,2023/01/23,
1,3550.00,2023/01/24,
1,3551.00,2023/01/25,
3,446.00,2023/01/26,
1,3553.00,2023/01/27,
1,3554.00,2023/01/30,
1,3557.00,2023/01/30,
1,3558.00,2023/01/30,
1,3559.00,2023/01/30,
1,3560.00,2023/01/30,
3,448.00,2023/01/30,
2,914.00,2023/02/03,
2,914.00,2023/02/03,
1,3561.00,2023/02/06,
2,915.00,2023/02/09,
2,915.00,2023/02/09,
1,3562.00,2023/02/10,
1,3563.00,2023/02/10,
1,3564.00,2023/02/13,
1,3565.00,2023/02/13,
1,3566.00,2023/02/13,
1,3567.00,2023/02/13,
2,916.00,2023/02/13,
2,916.00,2023/02/13,
1,3568.00,2023/02/14,
1,3569.00,2023/02/15,
3,449.00,2023/02/15,
2,917.00,2023/02/17,
2,917.00,2023/02/17,
3,450.00,2023/02/22,
3,451.00,2023/02/23,
2,918.00,2023/02/24,
2,919.00,2023/02/24,
2,918.00,2023/02/24,
2,919.00,2023/02/24,
1,3570.00,2023/02/27,
1,3571.00,2023/02/27,
1,3572.00,2023/02/27,
1,3573.00,2023/02/27,
1,3574.00,2023/02/27,
1,3575.00,2023/03/03,
1,3576.00,2023/03/06,
1,3577.00,2023/03/06,
1,3578.00,2023/03/07,
1,3579.00,2023/03/07,
4,13.00,2023/03/08,
1,3580.00,2023/03/13,
1,3581.00,2023/03/13,
1,3582.00,2023/03/13,
1,3583.00,2023/03/13,
1,3584.00,2023/03/13,
1,3585.00,2023/03/13,
1,3586.00,2023/03/14,
1,3587.00,2023/03/14,
1,3588.00,2023/03/14,
1,3589.00,2023/03/20,
1,3590.00,2023/03/20,
1,3591.00,2023/03/20,
1,3592.00,2023/03/21,
1,3593.00,2023/03/21,
1,3594.00,2023/03/24,
2,920.00,2023/03/24,
2,921.00,2023/03/24,
2,920.00,2023/03/24,
2,921.00,2023/03/24,
1,3595.00,2023/03/29,
1,3596.00,2023/03/29,
1,3597.00,2023/03/31,
1,3598.00,2023/04/05,
1,3599.00,2023/04/10,
1,3600.00,2023/04/10,
3,452.00,2023/04/10,
1,3601.00,2023/04/11,
1,3602.00,2023/04/11,
2,922.00,2023/04/11,
2,922.00,2023/04/11,
1,3603.00,2023/04/12,
2,923.00,2023/04/14,
2,923.00,2023/04/14,
1,3604.00,2023/04/17,
1,3605.00,2023/04/17,
3,453.00,2023/04/17,
3,454.00,2023/04/17,
1,3606.00,2023/04/18,
3,455.00,2023/04/18,
3,456.00,2023/04/24,
1,3607.00,2023/04/25,
1,3608.00,2023/04/25,
3,457.00,2023/04/25,
3,458.00,2023/04/25,
1,3609.00,2023/04/27,
2,924.00,2023/04/27,
2,924.00,2023/04/27,
1,3610.00,2023/04/28,
1,3611.00,2023/05/02,
1,3612.00,2023/05/03,
1,3613.00,2023/05/08,
1,3614.00,2023/05/09,
1,3615.00,2023/05/11,
1,3617.00,2023/05/11,
1,3619.00,2023/05/11,
1,3620.00,2023/05/11,
1,3621.00,2023/05/15,
1,3622.00,2023/05/16,
1,3623.00,2023/05/16,
1,3624.00,2023/05/16,
1,3625.00,2023/05/16,
1,3628.00,2023/05/17,
3,459.00,2023/05/19,
1,3629.00,2023/05/22,
1,3630.00,2023/05/22,
1,3631.00,2023/05/23,
1,3632.00,2023/05/23,
1,3633.00,2023/05/26,
1,3634.00,2023/05/26,
2,927.00,2023/05/26,
2,927.00,2023/05/26,
1,3635.00,2023/05/30,
3,460.00,2023/05/30,
1,3636.00,2023/05/31,
1,3637.00,2023/05/31,
1,3638.00,2023/06/01,
1,3639.00,2023/06/01,
2,926.00,2023/06/02,
2,926.00,2023/06/02,
1,3640.00,2023/06/05,
1,3641.00,2023/06/05,
1,3642.00,2023/06/07,
1,3644.00,2023/06/07,
3,461.00,2023/06/07,
2,948.00,2023/06/09,
2,948.00,2023/06/09,
2,941.00,2023/06/12,
2,949.00,2023/06/12,
2,941.00,2023/06/12,
2,949.00,2023/06/12,
1,3645.00,2023/06/14,
1,3646.00,2023/06/14,
1,3647.00,2023/06/15,
2,944.00,2023/06/15,
2,944.00,2023/06/15,
1,3648.00,2023/06/19,
1,3649.00,2023/06/19,
1,3650.00,2023/06/20,
